text,Cleaned Text,Tokens,matches,match_indices,match_count,results,Alternative_Sentence,sentence_cosine,avg_cosine
"Hvad skal vi med feminisme? Det er Rockefellers plan at destabilisere familier, beskatte flere indkomster, statslig hjernevask af børn, mange aborter. Manden bliver overflødig som forsørger. Resultatet bliver afbefolkning, flere indtægter, enlige forældre er lettere at manipulere [LINK]","hvad skal vi med feminisme? det er rockefellers plan at destabilisere familier, beskatte flere indkomster, statslig hjernevask af børn, mange aborter. manden bliver overflødig som forsørger. resultatet bliver afbefolkning, flere indtægter, enlige forældre er lettere at manipulere [link]","hvad skal vi med feminisme ? det er rockefellers plan at destabilisere familier , beskatte flere indkomster , statslig hjernevask af børn , mange aborter . manden bliver overflødig som forsørger . resultatet bliver afbefolkning , flere indtægter , enlige forældre er lettere at manipulere",[],[],0,[],"hvad skal vi med feminisme ? det er rockefellers plan at destabilisere familier , beskatte flere indkomster , statslig hjernevask af børn , mange aborter . manden bliver overflødig som forsørger . resultatet bliver afbefolkning , flere indtægter , enlige forældre er lettere at manipulere",[],0.0
"Heller ikke i dag har vi fået oplyst, hvordan V, K, LA, DF og RV vil kunne give det dobbelt i ydelse i dobbelttid til 1/3 af udgiften. Aldrig har vi set så ukonkrete forhandlinger som kun har til formål at snyde vælgerne. #dkpol #dkmedier","heller ikke i dag har vi fået oplyst, hvordan v, k, la, df og rv vil kunne give det dobbelt i ydelse i dobbelttid til 1/3 af udgiften. aldrig har vi set så ukonkrete forhandlinger som kun har til formål at snyde vælgerne. #dkpol #dkmedier","heller ikke i dag har vi fået oplyst , hvordan v , k , la , df og rv vil kunne give det dobbelt i ydelse i dobbelttid til 1 3 af udgiften . aldrig har vi set så ukonkrete forhandlinger som kun har til formål at snyde vælgerne . dkpol dkmedier","['give', 'set']","[21, 37]",2,"['giver', 'ubeboeligt«']","heller ikke i dag har vi fået oplyst , hvordan v , k , la , df og rv vil kunne giver det dobbelt i ydelse i dobbelttid til 1 3 af udgiften . aldrig har vi ubeboeligt« så ukonkrete forhandlinger som kun har til formål at snyde vælgerne . dkpol dkmedier","[0.9660050868988037, 0.7299073934555054]",0.8479562401771545
"Øv @USER! Du snakker udenom i @USER om billigere tandpleje
I praler af at have haft regeringsansvar i 17 af de seneste 20 år &amp; så snakker du om at bureaukratiske tilskudsodninger &amp; at andre skal byde ind med finansiering
Hvad laver jeres ministre? #sundpol #dkpol",øv @user! du snakker udenom i @user om billigere tandpleje i praler af at have haft regeringsansvar i 17 af de seneste 20 år &amp; så snakker du om at bureaukratiske tilskudsodninger &amp; at andre skal byde ind med finansiering hvad laver jeres ministre? #sundpol #dkpol,øv ! du snakker udenom i om billigere tandpleje i praler af at have haft regeringsansvar i 17 af de seneste 20 år amp ; så snakker du om at bureaukratiske tilskudsodninger amp ; at andre skal byde ind med finansiering hvad laver jeres ministre ? sundpol dkpol,[],[],0,[],øv ! du snakker udenom i om billigere tandpleje i praler af at have haft regeringsansvar i 17 af de seneste 20 år amp ; så snakker du om at bureaukratiske tilskudsodninger amp ; at andre skal byde ind med finansiering hvad laver jeres ministre ? sundpol dkpol,[],0.0
"@USER Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.","@user det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.","det samme er forsvar for den udlændingepolitik , der er blevet ført i dette land i de sidste 36 år , og som har ført til de massive problemer vi nu ser .",['land'],[14],1,['lands'],"det samme er forsvar for den udlændingepolitik , der er blevet ført i dette lands i de sidste 36 år , og som har ført til de massive problemer vi nu ser .",[0.9050468802452087],0.9050468802452087
"Ugen i Odense: En lykkelig lukning og dobbelte mandater Det er ikke altid sjovt, når ting forandrer sig. For det skaber ofte en usikkerhed, der har det med at brede sig som ringe i vandet.
Tag nu bare beboere og ansatte på Hjallese Plejecenter, der lige … [LINK]","ugen i odense: en lykkelig lukning og dobbelte mandater det er ikke altid sjovt, når ting forandrer sig. for det skaber ofte en usikkerhed, der har det med at brede sig som ringe i vandet. tag nu bare beboere og ansatte på hjallese plejecenter, der lige … [link]","ugen i odense en lykkelig lukning og dobbelte mandater det er ikke altid sjovt , når ting forandrer sig . for det skaber ofte en usikkerhed , der har det med at brede sig som ringe i vandet . tag nu bare beboere og ansatte på hjallese plejecenter , der lige",['tag'],[39],1,['ta’'],"ugen i odense en lykkelig lukning og dobbelte mandater det er ikke altid sjovt , når ting forandrer sig . for det skaber ofte en usikkerhed , der har det med at brede sig som ringe i vandet . ta’ nu bare beboere og ansatte på hjallese plejecenter , der lige",[0.9226482510566711],0.9226482510566711
"@USER Ikke direkte på årsagen, men jeg har faktisk noget meget interessant data liggende på de afgørende DF➡️S-vælgere. Noget af det kan du se her, og regner med at offentliggøre mere frem mod valget [LINK]","@user ikke direkte på årsagen, men jeg har faktisk noget meget interessant data liggende på de afgørende df➡️s-vælgere. noget af det kan du se her, og regner med at offentliggøre mere frem mod valget [link]","ikke direkte på årsagen , men jeg har faktisk noget meget interessant data liggende på de afgørende df s vælgere . noget af det kan du se her , og regner med at offentliggøre mere frem mod valget",['data'],[12],1,['halvstrukturerede'],"ikke direkte på årsagen , men jeg har faktisk noget meget interessant halvstrukturerede liggende på de afgørende df s vælgere . noget af det kan du se her , og regner med at offentliggøre mere frem mod valget",[0.7888835668563843],0.7888835668563843
"UDSOLGT TIL DERBY🔥 En dejlig nyhed, som vi er glade og stolte over at kunne præsentere. Men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på DERBY-ventelisten, hvis du vil have muligheden #fcklive #fckbif [LINK] [LINK]","udsolgt til derby🔥 en dejlig nyhed, som vi er glade og stolte over at kunne præsentere. men vi ved erfaringsmæssigt, at der kan komme et antal billetter retur, så skriv dig på derby-ventelisten, hvis du vil have muligheden #fcklive #fckbif [link] [link]","udsolgt til derby en dejlig nyhed , som vi er glade og stolte over at kunne præsentere . men vi ved erfaringsmæssigt , at der kan komme et antal billetter retur , så skriv dig på derby ventelisten , hvis du vil have muligheden fcklive fckbif","['derby', 'derby']","[2, 36]",2,"['stakes', 'stakes']","udsolgt til stakes en dejlig nyhed , som vi er glade og stolte over at kunne præsentere . men vi ved erfaringsmæssigt , at der kan komme et antal billetter retur , så skriv dig på stakes ventelisten , hvis du vil have muligheden fcklive fckbif","[0.8682891130447388, 0.989962637424469]",0.9291258752346039
"Jewg er glad for at vi har valgt 10.klasse.
Selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke-uddannelsesparate på STX/HYX [LINK]",jewg er glad for at vi har valgt 10.klasse. selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke-uddannelsesparate på stx/hyx [link],jewg er glad for at vi har valgt 10 . klasse . selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke uddannelsesparate på stx hyx,[],[],0,[],jewg er glad for at vi har valgt 10 . klasse . selv om jeg godt kan læse reglerne og dermed kunne have fået min ikke uddannelsesparate på stx hyx,[],0.0
"Vi offentliggør ny artikel i serien ""velfungerende markeder"": Forbrugerinddragelse i forsyningssektoren via aftalebaseret regulering? #dkøko #dkforsyning [LINK]","vi offentliggør ny artikel i serien ""velfungerende markeder"": forbrugerinddragelse i forsyningssektoren via aftalebaseret regulering? #dkøko #dkforsyning [link]",vi offentliggør ny artikel i serien velfungerende markeder forbrugerinddragelse i forsyningssektoren via aftalebaseret regulering ? dkøko dkforsyning,[],[],0,[],vi offentliggør ny artikel i serien velfungerende markeder forbrugerinddragelse i forsyningssektoren via aftalebaseret regulering ? dkøko dkforsyning,[],0.0
"Det er endelig blevet tid til kongeetapen i Tour de Romandie, men desværre truer snevejr med at føre til ændringer. Læs vores store optakt.

[LINK]","det er endelig blevet tid til kongeetapen i tour de romandie, men desværre truer snevejr med at føre til ændringer. læs vores store optakt.  [link]","det er endelig blevet tid til kongeetapen i tour de romandie , men desværre truer snevejr med at føre til ændringer . læs vores store optakt .",['tour'],[8],1,['guatemalan'],"det er endelig blevet tid til kongeetapen i guatemalan de romandie , men desværre truer snevejr med at føre til ændringer . læs vores store optakt .",[0.9392357468605042],0.9392357468605042
"@USER @USER @USER @USER Hvis det er faktuelt forkert, hvorfor understreger OIE så vigtigheden i rensningen af transportfaciliteter specifikt ift. svinepest?det ville jo være ligegyldigt.
[LINK]","@user @user @user @user hvis det er faktuelt forkert, hvorfor understreger oie så vigtigheden i rensningen af transportfaciliteter specifikt ift. svinepest?det ville jo være ligegyldigt. [link]","hvis det er faktuelt forkert , hvorfor understreger oie så vigtigheden i rensningen af transportfaciliteter specifikt ift . svinepest ? det ville jo være ligegyldigt .",[],[],0,[],"hvis det er faktuelt forkert , hvorfor understreger oie så vigtigheden i rensningen af transportfaciliteter specifikt ift . svinepest ? det ville jo være ligegyldigt .",[],0.0
Julian Egeskov er pist væk: Politiet beder om hjælp i sag om forsvundet ung mand [LINK] #lokalavisen #nyheder,julian egeskov er pist væk: politiet beder om hjælp i sag om forsvundet ung mand [link] #lokalavisen #nyheder,julian egeskov er pist væk politiet beder om hjælp i sag om forsvundet ung mand lokalavisen nyheder,[],[],0,[],julian egeskov er pist væk politiet beder om hjælp i sag om forsvundet ung mand lokalavisen nyheder,[],0.0
"@USER @USER @USER @USER Hvordan hænger det sammen med Enhedslisten? Jeg kan f.eks. huske den sidste debat i 2007, hvor Johanne Schmidt deltog, selvom hun var ny kandidat.","@user @user @user @user hvordan hænger det sammen med enhedslisten? jeg kan f.eks. huske den sidste debat i 2007, hvor johanne schmidt deltog, selvom hun var ny kandidat.","hvordan hænger det sammen med enhedslisten ? jeg kan f . eks . huske den sidste debat i 2007 , hvor johanne schmidt deltog , selvom hun var ny kandidat .",['eks'],[11],1,['eks.'],"hvordan hænger det sammen med enhedslisten ? jeg kan f . eks. . huske den sidste debat i 2007 , hvor johanne schmidt deltog , selvom hun var ny kandidat .",[0.9788106679916382],0.9788106679916382
"@USER Nej Det kan vi ikke indgå en aftale om. De ting du nævner er ting som nazister gjorde, men det var jo ikke sådan de præsenterede deres politik for befolkningen.","@user nej det kan vi ikke indgå en aftale om. de ting du nævner er ting som nazister gjorde, men det var jo ikke sådan de præsenterede deres politik for befolkningen.","nej det kan vi ikke indgå en aftale om . de ting du nævner er ting som nazister gjorde , men det var jo ikke sådan de præsenterede deres politik for befolkningen .",[],[],0,[],"nej det kan vi ikke indgå en aftale om . de ting du nævner er ting som nazister gjorde , men det var jo ikke sådan de præsenterede deres politik for befolkningen .",[],0.0
"@USER Sorry, samme parti hele vejen igennem, og det er ikke farlig kurs.","@user sorry, samme parti hele vejen igennem, og det er ikke farlig kurs.","sorry , samme parti hele vejen igennem , og det er ikke farlig kurs .",['sorry'],[0],1,['anyhow'],"anyhow , samme parti hele vejen igennem , og det er ikke farlig kurs .",[0.8154998421669006],0.8154998421669006
"@USER Det kommer jo selvfølgelig også helt an på erstatningen. Erstatter vi ham med Tielemans, Ndomebele eller Fellaini, så er der selvfølgelig forskellige scenarier :D","@user det kommer jo selvfølgelig også helt an på erstatningen. erstatter vi ham med tielemans, ndomebele eller fellaini, så er der selvfølgelig forskellige scenarier :d","det kommer jo selvfølgelig også helt an på erstatningen . erstatter vi ham med tielemans , ndomebele eller fellaini , så er der selvfølgelig forskellige scenarier d",['an'],[6],1,"['""this']","det kommer jo selvfølgelig også helt ""this på erstatningen . erstatter vi ham med tielem""thiss , ndomebele eller fellaini , så er der selvfølgelig forskellige scenarier d",[0.5950130820274353],0.5950130820274353
Er og bliver vild med Eyvind Vesselbo hos @USER og @USER #dkmedier #dkpol,er og bliver vild med eyvind vesselbo hos @user og @user #dkmedier #dkpol,er og bliver vild med eyvind vesselbo hos og dkmedier dkpol,[],[],0,[],er og bliver vild med eyvind vesselbo hos og dkmedier dkpol,[],0.0
Nu er der endelig en app som kan hjælpe dig med at holde styr på alle dine cykel-informationer. Er det noget du kan forestille dig at bruge?,nu er der endelig en app som kan hjælpe dig med at holde styr på alle dine cykel-informationer. er det noget du kan forestille dig at bruge?,nu er der endelig en app som kan hjælpe dig med at holde styr på alle dine cykel informationer . er det noget du kan forestille dig at bruge ?,['app'],[5],1,['apps'],nu er der endelig en apps som kan hjælpe dig med at holde styr på alle dine cykel informationer . er det noget du kan forestille dig at bruge ?,[0.9294496774673462],0.9294496774673462
"Hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i Manchester. Ekspertise, analyse og god stemning. [LINK]","hvis man må anbefale kollegaernes arbejde (og det må jeg gerne jf. mit nytårsforsæt #migmigmig), så er det her altså forrygende tv og optakt til kæmpebraget i manchester. ekspertise, analyse og god stemning. [link]","hvis man må anbefale kollegaernes arbejde ( og det må jeg gerne jf . mit nytårsforsæt migmigmig ) , så er det her altså forrygende tv og optakt til kæmpebraget i manchester . ekspertise , analyse og god stemning .",[],[],0,[],"hvis man må anbefale kollegaernes arbejde ( og det må jeg gerne jf . mit nytårsforsæt migmigmig ) , så er det her altså forrygende tv og optakt til kæmpebraget i manchester . ekspertise , analyse og god stemning .",[],0.0
Vi er tre dage inde i 2019 og Berlingske fulgt op af Pernille Vermund er allerede i gang med årets 1. runde muslim-bashing. HuT er uendelig ligegyldige; de var ca 300 for 20 år siden og de er ca 300 i dag. [LINK] #dkmedier #dkpol,vi er tre dage inde i 2019 og berlingske fulgt op af pernille vermund er allerede i gang med årets 1. runde muslim-bashing. hut er uendelig ligegyldige; de var ca 300 for 20 år siden og de er ca 300 i dag. [link] #dkmedier #dkpol,vi er tre dage inde i 2019 og berlingske fulgt op af pernille vermund er allerede i gang med årets 1 . runde muslim bashing . hut er uendelig ligegyldige ; de var ca 300 for 20 år siden og de er ca 300 i dag . dkmedier dkpol,['bashing'],[24],1,['rasedus'],vi er tre dage inde i 2019 og berlingske fulgt op af pernille vermund er allerede i gang med årets 1 . runde muslim rasedus . hut er uendelig ligegyldige ; de var ca 300 for 20 år siden og de er ca 300 i dag . dkmedier dkpol,[0.9765375852584839],0.9765375852584839
@USER Rollerne er besat til en genindspilning af klassikeren 'Naboerne'. [LINK],@user rollerne er besat til en genindspilning af klassikeren 'naboerne'. [link],rollerne er besat til en genindspilning af klassikeren naboerne .,[],[],0,[],rollerne er besat til en genindspilning af klassikeren naboerne .,[],0.0
@USER Har været der.,@user har været der.,har været der .,[],[],0,[],har været der .,[],0.0
Regeringen lægger an til ny motorvej i hovedstaden [LINK] [LINK],regeringen lægger an til ny motorvej i hovedstaden [link] [link],regeringen lægger an til ny motorvej i hovedstaden,['an'],[2],1,"['""this']","regeringen lægger ""this til ny motorvej i hovedstaden",[0.8693982362747192],0.8693982362747192
"FN’s verdensmål for bæredygtig udvikling skaber store forretningsmuligheder for danske virksomheder. Ny rapport viser, hvordan udvikling, forretning og verdensmål kan gå hånd i hånd. Kom til lancering d. 31. januar. Tilmeld dig her: [LINK] #dkaid #dkbiz [LINK]","fn’s verdensmål for bæredygtig udvikling skaber store forretningsmuligheder for danske virksomheder. ny rapport viser, hvordan udvikling, forretning og verdensmål kan gå hånd i hånd. kom til lancering d. 31. januar. tilmeld dig her: [link] #dkaid #dkbiz [link]","fn s verdensmål for bæredygtig udvikling skaber store forretningsmuligheder for danske virksomheder . ny rapport viser , hvordan udvikling , forretning og verdensmål kan gå hånd i hånd . kom til lancering d . 31 . januar . tilmeld dig her dkaid dkbiz",[],[],0,[],"fn s verdensmål for bæredygtig udvikling skaber store forretningsmuligheder for danske virksomheder . ny rapport viser , hvordan udvikling , forretning og verdensmål kan gå hånd i hånd . kom til lancering d . 31 . januar . tilmeld dig her dkaid dkbiz",[],0.0
"Er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk [LINK]","er det et godt tegn, når man som fodboldspiller har fuldt fokus på ikke at blive skadet? #sldk [link]","er det et godt tegn , når man som fodboldspiller har fuldt fokus på ikke at blive skadet ? sldk",[],[],0,[],"er det et godt tegn , når man som fodboldspiller har fuldt fokus på ikke at blive skadet ? sldk",[],0.0
"@USER @USER Det vilde er, at Cruyff havde større betydning i FC Barcelona som træner end som spiiller 😁👍🏼","@user @user det vilde er, at cruyff havde større betydning i fc barcelona som træner end som spiiller 😁👍🏼","det vilde er , at cruyff havde større betydning i fc barcelona som træner end som spiiller",[],[],0,[],"det vilde er , at cruyff havde større betydning i fc barcelona som træner end som spiiller",[],0.0
Der har været er færdelsuheld på E20-motorvejen mellem Skærup og Fredericia i østgående retning. #politidk [LINK] [LINK],der har været er færdelsuheld på e20-motorvejen mellem skærup og fredericia i østgående retning. #politidk [link] [link],der har været er færdelsuheld på e20 motorvejen mellem skærup og fredericia i østgående retning . politidk,[],[],0,[],der har været er færdelsuheld på e20 motorvejen mellem skærup og fredericia i østgående retning . politidk,[],0.0
"@USER @USER Havde det på samme måde - og det er IKKE en kritik af hverken håndbold eller præstationen. For nogle af os er klubfodbolden bare større. Meget større. Og det her er fra mig til dig, @USER: [LINK]","@user @user havde det på samme måde - og det er ikke en kritik af hverken håndbold eller præstationen. for nogle af os er klubfodbolden bare større. meget større. og det her er fra mig til dig, @user: [link]","havde det på samme måde og det er ikke en kritik af hverken håndbold eller præstationen . for nogle af os er klubfodbolden bare større . meget større . og det her er fra mig til dig ,",[],[],0,[],"havde det på samme måde og det er ikke en kritik af hverken håndbold eller præstationen . for nogle af os er klubfodbolden bare større . meget større . og det her er fra mig til dig ,",[],0.0
"Mange af os har samlet på noget i vores liv. Hvad har du samlet på? I Mit Kæreste Eje kan du møde Bjarne Borggaard, der samler på tændstikæsker og ting, der hører til æskerne. Han gætter på, at han har omkring 30.000 genstande i sin samling. Hør mere... [LINK]","mange af os har samlet på noget i vores liv. hvad har du samlet på? i mit kæreste eje kan du møde bjarne borggaard, der samler på tændstikæsker og ting, der hører til æskerne. han gætter på, at han har omkring 30.000 genstande i sin samling. hør mere... [link]","mange af os har samlet på noget i vores liv . hvad har du samlet på ? i mit kæreste eje kan du møde bjarne borggaard , der samler på tændstikæsker og ting , der hører til æskerne . han gætter på , at han har omkring 30 . 000 genstande i sin samling . hør mere . . .",[],[],0,[],"mange af os har samlet på noget i vores liv . hvad har du samlet på ? i mit kæreste eje kan du møde bjarne borggaard , der samler på tændstikæsker og ting , der hører til æskerne . han gætter på , at han har omkring 30 . 000 genstande i sin samling . hør mere . . .",[],0.0
"Kontro’ udmelding: jeg er sådan ægte mennesketræt af diskursen i dansk politik. Den sutter røv, og det kan være fint at sutte røv, men alle parter skal være indforståede og hygge sig - OG JEG HYGGER MIG KRAFTEDME IKKE. #BUH","kontro’ udmelding: jeg er sådan ægte mennesketræt af diskursen i dansk politik. den sutter røv, og det kan være fint at sutte røv, men alle parter skal være indforståede og hygge sig - og jeg hygger mig kraftedme ikke. #buh","kontro udmelding jeg er sådan ægte mennesketræt af diskursen i dansk politik . den sutter røv , og det kan være fint at sutte røv , men alle parter skal være indforståede og hygge sig og jeg hygger mig kraftedme ikke . buh",[],[],0,[],"kontro udmelding jeg er sådan ægte mennesketræt af diskursen i dansk politik . den sutter røv , og det kan være fint at sutte røv , men alle parter skal være indforståede og hygge sig og jeg hygger mig kraftedme ikke . buh",[],0.0
Misinformation fra egne politikere kan have langt større betydning end russiske eller andre udenlandske troldehære. [LINK],misinformation fra egne politikere kan have langt større betydning end russiske eller andre udenlandske troldehære. [link],misinformation fra egne politikere kan have langt større betydning end russiske eller andre udenlandske troldehære .,['misinformation'],[0],1,['kampagnejournalistik'],kampagnejournalistik fra egne politikere kan have langt større betydning end russiske eller andre udenlandske troldehære .,[0.8509776592254639],0.8509776592254639
S og R lægger landbrugets svigt ved regeringens fødder [LINK],s og r lægger landbrugets svigt ved regeringens fødder [link],s og r lægger landbrugets svigt ved regeringens fødder,[],[],0,[],s og r lægger landbrugets svigt ved regeringens fødder,[],0.0
"#CDU og @USER tager i aften en „værkstedssnak”, der skal oparbejde flygtningekrisen og Merkels politik, før den bliver et trauma for partiet. Kansleren medvirker ikke, og det kan og bør man se som et opgør. [LINK]","#cdu og @user tager i aften en „værkstedssnak”, der skal oparbejde flygtningekrisen og merkels politik, før den bliver et trauma for partiet. kansleren medvirker ikke, og det kan og bør man se som et opgør. [link]","cdu og tager i aften en værkstedssnak , der skal oparbejde flygtningekrisen og merkels politik , før den bliver et trauma for partiet . kansleren medvirker ikke , og det kan og bør man se som et opgør .",[],[],0,[],"cdu og tager i aften en værkstedssnak , der skal oparbejde flygtningekrisen og merkels politik , før den bliver et trauma for partiet . kansleren medvirker ikke , og det kan og bør man se som et opgør .",[],0.0
"@USER @USER @USER @USER Det er jo netop det, der er min opgave. At påpege fejlene og kritisere og så samtidig som byens avis støtte byens hold. Du vil gerne ""acceptere kritik, når du mener den er berettiget"" - ja, det vil alle vel. Men forskellen er så bare, hvornår vi to mener den er det :-)","@user @user @user @user det er jo netop det, der er min opgave. at påpege fejlene og kritisere og så samtidig som byens avis støtte byens hold. du vil gerne ""acceptere kritik, når du mener den er berettiget"" - ja, det vil alle vel. men forskellen er så bare, hvornår vi to mener den er det :-)","det er jo netop det , der er min opgave . at påpege fejlene og kritisere og så samtidig som byens avis støtte byens hold . du vil gerne acceptere kritik , når du mener den er berettiget ja , det vil alle vel . men forskellen er så bare , hvornår vi to mener den er det )",[],[],0,[],"det er jo netop det , der er min opgave . at påpege fejlene og kritisere og så samtidig som byens avis støtte byens hold . du vil gerne acceptere kritik , når du mener den er berettiget ja , det vil alle vel . men forskellen er så bare , hvornår vi to mener den er det )",[],0.0
Jeg er enig med Finansministeriet i denne sag: Staten tjener på dagpengesystemet #dkpol #dagpenge #dkøko [LINK],jeg er enig med finansministeriet i denne sag: staten tjener på dagpengesystemet #dkpol #dagpenge #dkøko [link],jeg er enig med finansministeriet i denne sag staten tjener på dagpengesystemet dkpol dagpenge dkøko,[],[],0,[],jeg er enig med finansministeriet i denne sag staten tjener på dagpengesystemet dkpol dagpenge dkøko,[],0.0
@USER this is not funny but funny bc it’s taneytown 😂😂,@user this is not funny but funny bc it’s taneytown 😂😂,this is not funny but funny bc it s taneytown,"['this', 'is', 'not', 'funny', 'but', 'funny', 'it']","[0, 1, 2, 3, 4, 5, 7]",7,"['page', 'marinate', 'does', 'boy', 'could', 'boy', 'know']",page marinate does boy could boy bc know s taneytown,"[0.8777378797531128, 0.5450977087020874, 0.35817158222198486, 0.30878132581710815, 0.4161360263824463, 0.47242945432662964, 0.4789395332336426]",0.4938990729195731
Fed tæt på beslutning om kvantitative stramninger [LINK],fed tæt på beslutning om kvantitative stramninger [link],fed tæt på beslutning om kvantitative stramninger,['fed'],[0],1,['sød'],sød tæt på beslutning om kvantitative stramninger,[0.8127495050430298],0.8127495050430298
"Siden 'Date mig nøgen' blev tilgængeligt på nettet, har Lene Stockholm fået flere henvendelser fra interesserede mænd. 💕

[LINK] [LINK]","siden 'date mig nøgen' blev tilgængeligt på nettet, har lene stockholm fået flere henvendelser fra interesserede mænd. 💕  [link] [link]","siden date mig nøgen blev tilgængeligt på nettet , har lene stockholm fået flere henvendelser fra interesserede mænd .","['date', 'nettet']","[1, 7]",2,"['05/06/0', 'stjernegaf.nøg.']","siden 05/06/0 mig nøgen blev tilgængeligt på stjernegaf.nøg. , har lene stockholm fået flere henvendelser fra interesserede mænd .","[0.8216279149055481, 0.30636268854141235]",0.5639953017234802
"Blog: Katastrofale mangler hos udenlandske læger, der skal behandle danskere. Syg politisk korrekthed er den skyldige. [LINK] [LINK]","blog: katastrofale mangler hos udenlandske læger, der skal behandle danskere. syg politisk korrekthed er den skyldige. [link] [link]","blog katastrofale mangler hos udenlandske læger , der skal behandle danskere . syg politisk korrekthed er den skyldige .",['blog'],[0],1,['blogroll'],"blogroll katastrofale mangler hos udenlandske læger , der skal behandle danskere . syg politisk korrekthed er den skyldige .",[0.8504816293716431],0.8504816293716431
"[LINK] liveopdaterer, mens vores samarbejdspartner Eurosport streamer. [LINK]","[link] liveopdaterer, mens vores samarbejdspartner eurosport streamer. [link]","liveopdaterer , mens vores samarbejdspartner eurosport streamer .",['streamer'],[6],1,['streame'],"liveopdaterer , mens vores samarbejdspartner eurosport streame .",[0.9819576144218445],0.9819576144218445
@USER Fotograftræskammel.,@user fotograftræskammel.,fotograftræskammel .,[],[],0,[],fotograftræskammel .,[],0.0
"@USER Er det en ting? Jeg skal prøve at holde mig fra det, men måske sniger der sig et #visdineløbesko ind. Alt i alt tror jeg dog, risikoen er 100x større for, at jeg keder folk, end at det bliver pinligt. [LINK]","@user er det en ting? jeg skal prøve at holde mig fra det, men måske sniger der sig et #visdineløbesko ind. alt i alt tror jeg dog, risikoen er 100x større for, at jeg keder folk, end at det bliver pinligt. [link]","er det en ting ? jeg skal prøve at holde mig fra det , men måske sniger der sig et visdineløbesko ind . alt i alt tror jeg dog , risikoen er 100x større for , at jeg keder folk , end at det bliver pinligt .",[],[],0,[],"er det en ting ? jeg skal prøve at holde mig fra det , men måske sniger der sig et visdineløbesko ind . alt i alt tror jeg dog , risikoen er 100x større for , at jeg keder folk , end at det bliver pinligt .",[],0.0
Så er den her💥 #diagnostik #sundpol #svardergørenforskel [LINK],så er den her💥 #diagnostik #sundpol #svardergørenforskel [link],så er den her diagnostik sundpol svardergørenforskel,[],[],0,[],så er den her diagnostik sundpol svardergørenforskel,[],0.0
Riisager udskyder omdiskuteret digital prøvevagt #dkpol #uddpol [LINK],riisager udskyder omdiskuteret digital prøvevagt #dkpol #uddpol [link],riisager udskyder omdiskuteret digital prøvevagt dkpol uddpol,['digital'],[3],1,['11‐22mm'],riisager udskyder omdiskuteret 11‐22mm prøvevagt dkpol uddpol,[0.9295399188995361],0.9295399188995361
"⚽️ Der er i dag 6 #fodbold kampe/events mere, der vises direkte:

📺 1 på TV
💻 3 kun på @USER
💻 2 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk

🔗 [LINK] [LINK]","⚽️ der er i dag 6 #fodbold kampe/events mere, der vises direkte:  📺 1 på tv 💻 3 kun på @user 💻 2 kun på @user  #dksport #dkbold #sldk #pldk #laliga #seriea #cldk #eldk  🔗 [link] [link]","der er i dag 6 fodbold kampe events mere , der vises direkte 1 på tv 3 kun på 2 kun på dksport dkbold sldk pldk laliga seriea cldk eldk",[],[],0,[],"der er i dag 6 fodbold kampe events mere , der vises direkte 1 på tv 3 kun på 2 kun på dksport dkbold sldk pldk laliga seriea cldk eldk",[],0.0
"Så kom der en aftale om koordinering af social sikring 883 - den om #dagpenge til andre EU-borgere. Vi fortæller mere, når vi ved, hvad aftalen indeholder. #eudk #socialsikring #dkpol #arbejde [LINK]","så kom der en aftale om koordinering af social sikring 883 - den om #dagpenge til andre eu-borgere. vi fortæller mere, når vi ved, hvad aftalen indeholder. #eudk #socialsikring #dkpol #arbejde [link]","så kom der en aftale om koordinering af social sikring 883 den om dagpenge til andre eu borgere . vi fortæller mere , når vi ved , hvad aftalen indeholder . eudk socialsikring dkpol arbejde",['social'],[8],1,['inklusion'],"så kom der en aftale om koordinering af inklusion sikring 883 den om dagpenge til andre eu borgere . vi fortæller mere , når vi ved , hvad aftalen indeholder . eudk inklusionsikring dkpol arbejde",[0.9114692807197571],0.9114692807197571
