text,Cleaned Text,Tokens,matches,match_indices,match_count,results,Alternative_Sentence,sentence_cosine,avg_cosine
Jeg synes stadig at pandaerne skulle have heddet Fiat og Peter,jeg synes stadig at pandaerne skulle have heddet fiat og peter,jeg synes stadig at pandaerne skulle have heddet fiat og peter,[],[],0,[],jeg synes stadig at pandaerne skulle have heddet fiat og peter,[],0.0
"Rigspolitiet og Rigsadvokaten har lige udgivet det første overblik over klager over politiets dispositioner, og... der er klager over lidt af hvert, kan man sige #dkkrim #politidk [LINK]","rigspolitiet og rigsadvokaten har lige udgivet det første overblik over klager over politiets dispositioner, og... der er klager over lidt af hvert, kan man sige #dkkrim #politidk [link]","rigspolitiet og rigsadvokaten har lige udgivet det første overblik over klager over politiets dispositioner , og . . . der er klager over lidt af hvert , kan man sige dkkrim politidk",[],[],0,[],"rigspolitiet og rigsadvokaten har lige udgivet det første overblik over klager over politiets dispositioner , og . . . der er klager over lidt af hvert , kan man sige dkkrim politidk",[],0.0
"@USER @USER @USER Det er, på trods af tidligere episoder, vildt nok HVOR meget DBU har dummet sig på så kort tid i dag 😳🙄🙄","@user @user @user det er, på trods af tidligere episoder, vildt nok hvor meget dbu har dummet sig på så kort tid i dag 😳🙄🙄","det er , på trods af tidligere episoder , vildt nok hvor meget dbu har dummet sig på så kort tid i dag",[],[],0,[],"det er , på trods af tidligere episoder , vildt nok hvor meget dbu har dummet sig på så kort tid i dag",[],0.0
Har du mon læst det nyeste Altinget:magasin? Her er fx lidt om #ernæring #dksund [LINK],har du mon læst det nyeste altinget:magasin? her er fx lidt om #ernæring #dksund [link],har du mon læst det nyeste altinget magasin ? her er fx lidt om ernæring dksund,[],[],0,[],har du mon læst det nyeste altinget magasin ? her er fx lidt om ernæring dksund,[],0.0
"@USER 27 - stor folkemængde og Levi sønner:
 Engelsk: [LINK] 
 Spansk: [LINK] 
 Portugisisk: [LINK] 
 Fransk: [LINK] [LINK]",@user 27 - stor folkemængde og levi sønner:  engelsk: [link]   spansk: [link]   portugisisk: [link]   fransk: [link] [link],27 stor folkemængde og levi sønner engelsk spansk portugisisk fransk,[],[],0,[],27 stor folkemængde og levi sønner engelsk spansk portugisisk fransk,[],0.0
"Jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. Fascister er anti-demokrater, ikke unge der protesterer. Lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt. [LINK]","jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister. fascister er anti-demokrater, ikke unge der protesterer. lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted, man skulle tro de ønskede konflikt. [link]","jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister . fascister er anti demokrater , ikke unge der protesterer . lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted , man skulle tro de ønskede konflikt .",[],[],0,[],"jeg synes nu man er ret tilpasset og organiseret når man stiller op til protest mod fascister . fascister er anti demokrater , ikke unge der protesterer . lad være med at beskylde de unge for at politiet valgte det mest konfliktpotentielle sted , man skulle tro de ønskede konflikt .",[],0.0
Valverde frygter Uniteds ånd [LINK] #MUFC #PLDK #ægtefans,valverde frygter uniteds ånd [link] #mufc #pldk #ægtefans,valverde frygter uniteds ånd mufc pldk ægtefans,[],[],0,[],valverde frygter uniteds ånd mufc pldk ægtefans,[],0.0
"Stop nu den inhumane produktion af mink-skind til Kina istedet for at vi skal bruge skattekroner til at betale producenterne for ikke at forurene! 🤑🤢🤮
 #dkpol #dknatur [LINK]",stop nu den inhumane produktion af mink-skind til kina istedet for at vi skal bruge skattekroner til at betale producenterne for ikke at forurene! 🤑🤢🤮  #dkpol #dknatur [link],stop nu den inhumane produktion af mink skind til kina istedet for at vi skal bruge skattekroner til at betale producenterne for ikke at forurene ! dkpol dknatur,['stop'],[0],1,['slop'],slop nu den inhumane produktion af mink skind til kina istedet for at vi skal bruge skattekroner til at betale producenterne for ikke at forurene ! dkpol dknatur,[0.9663573503494263],0.9663573503494263
RT @USER: Racisten Rasmus har åbenbart gennem en længere periode haft et kedeligt liv. #DKpol [LINK],rt @user: racisten rasmus har åbenbart gennem en længere periode haft et kedeligt liv. #dkpol [link],rt racisten rasmus har åbenbart gennem en længere periode haft et kedeligt liv . dkpol,[],[],0,[],rt racisten rasmus har åbenbart gennem en længere periode haft et kedeligt liv . dkpol,[],0.0
"@USER Sådan en dag som i dag viser virkelig, hvorfor Aalborg stadion er det eneste i dk, hvor banen ligger i øst-vest-længdeaksens retning. #sldk","@user sådan en dag som i dag viser virkelig, hvorfor aalborg stadion er det eneste i dk, hvor banen ligger i øst-vest-længdeaksens retning. #sldk","sådan en dag som i dag viser virkelig , hvorfor aalborg stadion er det eneste i dk , hvor banen ligger i øst vest længdeaksens retning . sldk",[],[],0,[],"sådan en dag som i dag viser virkelig , hvorfor aalborg stadion er det eneste i dk , hvor banen ligger i øst vest længdeaksens retning . sldk",[],0.0
"Motion på recept - hvornår sker der noget? @USER fortalte i november 2018 at de ville støtte det med 23,7 mio. kr., men der sker ikke rigtig noget? #motionpårecept #dkpol @USER @USER @USER @USER [LINK]","motion på recept - hvornår sker der noget? @user fortalte i november 2018 at de ville støtte det med 23,7 mio. kr., men der sker ikke rigtig noget? #motionpårecept #dkpol @user @user @user @user [link]","motion på recept hvornår sker der noget ? fortalte i november 2018 at de ville støtte det med 23 , 7 mio . kr . , men der sker ikke rigtig noget ? motionpårecept dkpol",[],[],0,[],"motion på recept hvornår sker der noget ? fortalte i november 2018 at de ville støtte det med 23 , 7 mio . kr . , men der sker ikke rigtig noget ? motionpårecept dkpol",[],0.0
RT @USER: Overvismand @USER sætter klimaet allerøverst. Tid til at #dkpol følger med [LINK] #dkgreen,rt @user: overvismand @user sætter klimaet allerøverst. tid til at #dkpol følger med [link] #dkgreen,rt overvismand sætter klimaet allerøverst . tid til at dkpol følger med dkgreen,[],[],0,[],rt overvismand sætter klimaet allerøverst . tid til at dkpol følger med dkgreen,[],0.0
"@USER @USER @USER @USER At de tillader og beskytter ham, i hans fornæmelses events, i steder som Vollsmose og andre steder med høj koncentration af dem han fornærmer, så er det vel en støtte. En anti Israel demonstration får jo ikke lov til at passere foran synagoen i Krystalgade.","@user @user @user @user at de tillader og beskytter ham, i hans fornæmelses events, i steder som vollsmose og andre steder med høj koncentration af dem han fornærmer, så er det vel en støtte. en anti israel demonstration får jo ikke lov til at passere foran synagoen i krystalgade.","at de tillader og beskytter ham , i hans fornæmelses events , i steder som vollsmose og andre steder med høj koncentration af dem han fornærmer , så er det vel en støtte . en anti israel demonstration får jo ikke lov til at passere foran synagoen i krystalgade .",[],[],0,[],"at de tillader og beskytter ham , i hans fornæmelses events , i steder som vollsmose og andre steder med høj koncentration af dem han fornærmer , så er det vel en støtte . en anti israel demonstration får jo ikke lov til at passere foran synagoen i krystalgade .",[],0.0
"@USER De kan ikke selv se det... Forandringsblindhed... 

Det er nemt nok at narre folk, men nærmest umuligt at overbevise dem om, at de er blevet narret.","@user de kan ikke selv se det... forandringsblindhed...   det er nemt nok at narre folk, men nærmest umuligt at overbevise dem om, at de er blevet narret.","de kan ikke selv se det . . . forandringsblindhed . . . det er nemt nok at narre folk , men nærmest umuligt at overbevise dem om , at de er blevet narret .",[],[],0,[],"de kan ikke selv se det . . . forandringsblindhed . . . det er nemt nok at narre folk , men nærmest umuligt at overbevise dem om , at de er blevet narret .",[],0.0
"@USER Ingen grund til at køre rundt i ring - vi bliver ikke enige.
Jeg mener at klubben skal hjælpe DBU mest muligt med at få fat i de rigtige, så de kan få en bøde/få karantæne fra stadion. Du mener det hele ligger hos klubberne. 
Men vi er trods alt enige om at vi skal det til livs","@user ingen grund til at køre rundt i ring - vi bliver ikke enige. jeg mener at klubben skal hjælpe dbu mest muligt med at få fat i de rigtige, så de kan få en bøde/få karantæne fra stadion. du mener det hele ligger hos klubberne.  men vi er trods alt enige om at vi skal det til livs","ingen grund til at køre rundt i ring vi bliver ikke enige . jeg mener at klubben skal hjælpe dbu mest muligt med at få fat i de rigtige , så de kan få en bøde få karantæne fra stadion . du mener det hele ligger hos klubberne . men vi er trods alt enige om at vi skal det til livs","['ring', 'fat']","[7, 25]",2,"['rmg', 'hul']","ingen grund til at køre rundt i rmg vi bliver ikke enige . jeg mener at klubben skal hjælpe dbu mest muligt med at få hul i de rigtige , så de kan få en bøde få karantæne fra stadion . du mener det hele ligger hos klubberne . men vi er trods alt enige om at vi skal det til livs","[0.9062538743019104, 0.521703839302063]",0.7139788568019867
"Så skal vi igen til at tænke på sidste sommer, hvor vi advarede mod brandfare i naturen. Naturen er nu så tør, at en naturbrand hurtigt kan brede sig. Man skal derfor tænke sig om inden brug af kulgrill, ukrudtbrænder eller andet. Tre naturbrande i dag. Go sommer #politidk","så skal vi igen til at tænke på sidste sommer, hvor vi advarede mod brandfare i naturen. naturen er nu så tør, at en naturbrand hurtigt kan brede sig. man skal derfor tænke sig om inden brug af kulgrill, ukrudtbrænder eller andet. tre naturbrande i dag. go sommer #politidk","så skal vi igen til at tænke på sidste sommer , hvor vi advarede mod brandfare i naturen . naturen er nu så tør , at en naturbrand hurtigt kan brede sig . man skal derfor tænke sig om inden brug af kulgrill , ukrudtbrænder eller andet . tre naturbrande i dag . go sommer politidk",['go'],[53],1,['gomorgen'],"så skal vi igen til at tænke på sidste sommer , hvor vi advarede mod brandfare i naturen . naturen er nu så tør , at en naturbrand hurtigt kan brede sig . man skal derfor tænke sig om inden brug af kulgrill , ukrudtbrænder eller andet . tre naturbrande i dag . gomorgen sommer politidk",[0.991043746471405],0.991043746471405
Se masser af billeder fra det traditionelle rally ... [LINK],se masser af billeder fra det traditionelle rally ... [link],se masser af billeder fra det traditionelle rally . . .,['rally'],[7],1,['rallv'],se masser af billeder fra det traditionelle rallv . . .,[0.836582362651825],0.836582362651825
"@USER Det gode ved o-løb er, at man har en ny opgave (post) for hver 2 - 600 meter. Det holder hjernen beskæftiget og ingen kan vide om du læser kort eller mangler kondi. ;-)","@user det gode ved o-løb er, at man har en ny opgave (post) for hver 2 - 600 meter. det holder hjernen beskæftiget og ingen kan vide om du læser kort eller mangler kondi. ;-)","det gode ved o løb er , at man har en ny opgave ( post ) for hver 2 600 meter . det holder hjernen beskæftiget og ingen kan vide om du læser kort eller mangler kondi . ; )",['post'],[14],1,['posl'],"det gode ved o løb er , at man har en ny opgave ( posl ) for hver 2 600 meter . det holder hjernen beskæftiget og ingen kan vide om du læser kort eller mangler kondi . ; )",[0.9199357628822327],0.9199357628822327
"@USER Arh. Det er bare endnu en af de ting, sociale medier gør ved os. Alt virker så perfekt.
Bemærk også alle dem, der slet ikke svarer, fordi de stadig sover. En af dem er mig lige om lidt.","@user arh. det er bare endnu en af de ting, sociale medier gør ved os. alt virker så perfekt. bemærk også alle dem, der slet ikke svarer, fordi de stadig sover. en af dem er mig lige om lidt.","arh . det er bare endnu en af de ting , sociale medier gør ved os . alt virker så perfekt . bemærk også alle dem , der slet ikke svarer , fordi de stadig sover . en af dem er mig lige om lidt .",[],[],0,[],"arh . det er bare endnu en af de ting , sociale medier gør ved os . alt virker så perfekt . bemærk også alle dem , der slet ikke svarer , fordi de stadig sover . en af dem er mig lige om lidt .",[],0.0
Regeringen har nu skåret 6.452.096.227 DKK på uddannelse siden 2015. Det svarer til 9 millioner kroner om dagen! Følg nedskæringerne live på [LINK] #dkpol #uddpol #fv19 #Stop2pctNU,regeringen har nu skåret 6.452.096.227 dkk på uddannelse siden 2015. det svarer til 9 millioner kroner om dagen! følg nedskæringerne live på [link] #dkpol #uddpol #fv19 #stop2pctnu,regeringen har nu skåret 6 . 452 . 096 . 227 dkk på uddannelse siden 2015 . det svarer til 9 millioner kroner om dagen ! følg nedskæringerne live på dkpol uddpol fv19 stop2pctnu,['live'],[28],1,['uve'],regeringen har nu skåret 6 . 452 . 096 . 227 dkk på uddannelse siden 2015 . det svarer til 9 millioner kroner om dagen ! følg nedskæringerne uve på dkpol uddpol fv19 stop2pctnu,[0.9976167678833008],0.9976167678833008
"@USER @USER Ser det slet ikke som noget problem, den 7 dages periode er jo bare noget, som de etablerede partier har brugt som en vejspærring, fordi de ikke ønsker nye partier på banen. SK har fair and squre samlet 20.100 VE's, så lad vælgerne afgøre om de skal ind.","@user @user ser det slet ikke som noget problem, den 7 dages periode er jo bare noget, som de etablerede partier har brugt som en vejspærring, fordi de ikke ønsker nye partier på banen. sk har fair and squre samlet 20.100 ve's, så lad vælgerne afgøre om de skal ind.","ser det slet ikke som noget problem , den 7 dages periode er jo bare noget , som de etablerede partier har brugt som en vejspærring , fordi de ikke ønsker nye partier på banen . sk har fair and squre samlet 20 . 100 ve s , så lad vælgerne afgøre om de skal ind .","['problem', 'fair', 'and']","[6, 38, 39]",3,"['prohlem', 'tair', 'arid']","ser det slet ikke som noget prohlem , den 7 dages periode er jo bare noget , som de etablerede partier har brugt som en vejspærring , fordi de ikke ønsker nye partier på banen . sk har tair arid squre samlet 20 . 100 ve s , så lad vælgerne afgøre om de skal ind .","[0.757319986820221, 0.060106754302978516, 0.3938477337360382]",0.40375815828641254
"Risgård, @USER og nu Kvist. @USER s midtbanelegender takker af til sommer. Er der nogen, der tør spå om, hvem der kan være de næste danskere med den status? #sldk #FCKOB #AaBHOB [LINK]","risgård, @user og nu kvist. @user s midtbanelegender takker af til sommer. er der nogen, der tør spå om, hvem der kan være de næste danskere med den status? #sldk #fckob #aabhob [link]","risgård , og nu kvist . s midtbanelegender takker af til sommer . er der nogen , der tør spå om , hvem der kan være de næste danskere med den status ? sldk fckob aabhob",[],[],0,[],"risgård , og nu kvist . s midtbanelegender takker af til sommer . er der nogen , der tør spå om , hvem der kan være de næste danskere med den status ? sldk fckob aabhob",[],0.0
"Giv homofobi det røde kort

Før dagens FCK OB kamp opsætter jeg en regnbuebænk til hyldest for mangfoldighed og nej til homofobi ved Parken

Københavns Kommune bør opsætte permanent regnbuebænk v. Parken

 #dkpol #fckob #sldk #elskdenduvil #fodboldforalle
[LINK]",giv homofobi det røde kort  før dagens fck ob kamp opsætter jeg en regnbuebænk til hyldest for mangfoldighed og nej til homofobi ved parken  københavns kommune bør opsætte permanent regnbuebænk v. parken   #dkpol #fckob #sldk #elskdenduvil #fodboldforalle [link],giv homofobi det røde kort før dagens fck ob kamp opsætter jeg en regnbuebænk til hyldest for mangfoldighed og nej til homofobi ved parken københavns kommune bør opsætte permanent regnbuebænk v . parken dkpol fckob sldk elskdenduvil fodboldforalle,[],[],0,[],giv homofobi det røde kort før dagens fck ob kamp opsætter jeg en regnbuebænk til hyldest for mangfoldighed og nej til homofobi ved parken københavns kommune bør opsætte permanent regnbuebænk v . parken dkpol fckob sldk elskdenduvil fodboldforalle,[],0.0
"@USER 1. Prøv at slette din cache og cookies og prøv så igen?
2. Bliv ved med at råbe op til delegeretmøder. 

Måske hjælper det første mere end det sidste ;)",@user 1. prøv at slette din cache og cookies og prøv så igen? 2. bliv ved med at råbe op til delegeretmøder.   måske hjælper det første mere end det sidste ;),1 . prøv at slette din cache og cookies og prøv så igen ? 2 . bliv ved med at råbe op til delegeretmøder . måske hjælper det første mere end det sidste ; ),['cache'],[6],1,['harddisk'],1 . prøv at slette din harddisk og cookies og prøv så igen ? 2 . bliv ved med at råbe op til delegeretmøder . måske hjælper det første mere end det sidste ; ),[0.9053348898887634],0.9053348898887634
"Er du nysgerrig på, hvordan du diskvalificerer dig selv fra at blive taget seriøst i den offentlige debat? Naser har svaret. #dkpol #dkmedier [LINK]","er du nysgerrig på, hvordan du diskvalificerer dig selv fra at blive taget seriøst i den offentlige debat? naser har svaret. #dkpol #dkmedier [link]","er du nysgerrig på , hvordan du diskvalificerer dig selv fra at blive taget seriøst i den offentlige debat ? naser har svaret . dkpol dkmedier",[],[],0,[],"er du nysgerrig på , hvordan du diskvalificerer dig selv fra at blive taget seriøst i den offentlige debat ? naser har svaret . dkpol dkmedier",[],0.0
"Jeg kan huske, da en Justitsminister blev stillet for en rigsret.
Borgerlig sankesæt er 
""Det er smart at snyde, det er rigtigt dumt at blive opdaget."" LOV og RET gælder for borgerne, ikke borgerlige politikere.
Et borgerligt væsen er i sin grundvold uhæderligt. [LINK]","jeg kan huske, da en justitsminister blev stillet for en rigsret. borgerlig sankesæt er  ""det er smart at snyde, det er rigtigt dumt at blive opdaget."" lov og ret gælder for borgerne, ikke borgerlige politikere. et borgerligt væsen er i sin grundvold uhæderligt. [link]","jeg kan huske , da en justitsminister blev stillet for en rigsret . borgerlig sankesæt er det er smart at snyde , det er rigtigt dumt at blive opdaget . lov og ret gælder for borgerne , ikke borgerlige politikere . et borgerligt væsen er i sin grundvold uhæderligt .",['smart'],[18],1,['smarl'],"jeg kan huske , da en justitsminister blev stillet for en rigsret . borgerlig sankesæt er det er smarl at snyde , det er rigtigt dumt at blive opdaget . lov og ret gælder for borgerne , ikke borgerlige politikere . et borgerligt væsen er i sin grundvold uhæderligt .",[0.9765860438346863],0.9765860438346863
"OPEN FOR BUSINESS!

Jeg er blevet selvstændig med min egen lille virksomhed, Aloud Media.

Biksen laver målrettet og effektiv kommunikation, og det meste inden for journalistik, podcast og PR. 

Tjek hjemmesiden og hiv endelig fat i mig for at høre mere.

[LINK]","open for business!  jeg er blevet selvstændig med min egen lille virksomhed, aloud media.  biksen laver målrettet og effektiv kommunikation, og det meste inden for journalistik, podcast og pr.   tjek hjemmesiden og hiv endelig fat i mig for at høre mere.  [link]","open for business ! jeg er blevet selvstændig med min egen lille virksomhed , aloud media . biksen laver målrettet og effektiv kommunikation , og det meste inden for journalistik , podcast og pr . tjek hjemmesiden og hiv endelig fat i mig for at høre mere .","['open', 'business', 'media', 'podcast', 'fat']","[0, 2, 15, 31, 40]",5,"['opcn', 'busi', 'mangfoldiggørelse', 'podcasting', 'hul']","opcn for busi ! jeg er blevet selvstændig med min egen lille virksomhed , aloud mangfoldiggørelse . biksen laver målrettet og effektiv kommunikation , og det meste inden for journalistik , podcasting og pr . tjek hjemmesiden og hiv endelig hul i mig for at høre mere .","[0.7241554260253906, 0.4213418960571289, 0.3077106475830078, 0.13637350499629974, 0.3696615993976593]",0.39184861481189726
"Er normalhastigheden for tog over lavbroen virkelig 180 km/t? Jeg synes, at toget plejer at følge eller være lidt hurtigere end biltrafikken. Men ikke 70 kilometer i timen hurtigere. #storebælt [LINK]","er normalhastigheden for tog over lavbroen virkelig 180 km/t? jeg synes, at toget plejer at følge eller være lidt hurtigere end biltrafikken. men ikke 70 kilometer i timen hurtigere. #storebælt [link]","er normalhastigheden for tog over lavbroen virkelig 180 km t ? jeg synes , at toget plejer at følge eller være lidt hurtigere end biltrafikken . men ikke 70 kilometer i timen hurtigere . storebælt",[],[],0,[],"er normalhastigheden for tog over lavbroen virkelig 180 km t ? jeg synes , at toget plejer at følge eller være lidt hurtigere end biltrafikken . men ikke 70 kilometer i timen hurtigere . storebælt",[],0.0
@USER @USER @USER @USER Yes. Fordi jeg kun var 12 point dårligere end legenden @USER på 30 spørgsmål😂,@user @user @user @user yes. fordi jeg kun var 12 point dårligere end legenden @user på 30 spørgsmål😂,yes . fordi jeg kun var 12 point dårligere end legenden på 30 spørgsmål,['point'],[7],1,['jxiint'],yes . fordi jeg kun var 12 jxiint dårligere end legenden på 30 spørgsmål,[0.7980502247810364],0.7980502247810364
"Det første drive af @USER - 8 minutter, 15 spil, 80 yards, Touchdown #nfl #nfldk [LINK]","det første drive af @user - 8 minutter, 15 spil, 80 yards, touchdown #nfl #nfldk [link]","det første drive af 8 minutter , 15 spil , 80 yards , touchdown nfl nfldk",['drive'],[2],1,['dnve'],"det første dnve af 8 minutter , 15 spil , 80 yards , touchdown nfl nfldk",[0.9258838891983032],0.9258838891983032
"@USER Jeg møder det også, desværre. At mennesker kan være sig selv bekendt og skrive sådan noget fatter jeg ikke! Det er et problem for demokratiet. Jeg møder dygtige unge, som ikke vil engagere sig af frygt for netop den tone...","@user jeg møder det også, desværre. at mennesker kan være sig selv bekendt og skrive sådan noget fatter jeg ikke! det er et problem for demokratiet. jeg møder dygtige unge, som ikke vil engagere sig af frygt for netop den tone...","jeg møder det også , desværre . at mennesker kan være sig selv bekendt og skrive sådan noget fatter jeg ikke ! det er et problem for demokratiet . jeg møder dygtige unge , som ikke vil engagere sig af frygt for netop den tone . . .",['problem'],[25],1,['prohlem'],"jeg møder det også , desværre . at mennesker kan være sig selv bekendt og skrive sådan noget fatter jeg ikke ! det er et prohlem for demokratiet . jeg møder dygtige unge , som ikke vil engagere sig af frygt for netop den tone . . .",[0.7834947109222412],0.7834947109222412
"ET BEDRE OS

starter vel dybest set med os selv. Og ja jeg prøver hver dag at være den bedste version af mig selv, og gerne lidt bedre end i går.

I dag vil jeg så klar gøre mit til at Grundloven gælder for alle i Danmark, og ikke kun os statsborgere. 

#dkpol #EtBedreOs","et bedre os  starter vel dybest set med os selv. og ja jeg prøver hver dag at være den bedste version af mig selv, og gerne lidt bedre end i går.  i dag vil jeg så klar gøre mit til at grundloven gælder for alle i danmark, og ikke kun os statsborgere.   #dkpol #etbedreos","et bedre os starter vel dybest set med os selv . og ja jeg prøver hver dag at være den bedste version af mig selv , og gerne lidt bedre end i går . i dag vil jeg så klar gøre mit til at grundloven gælder for alle i danmark , og ikke kun os statsborgere . dkpol etbedreos","['starter', 'set']","[3, 6]",2,"['starler', 'sket']","et bedre os starler vel dybest sket med os selv . og ja jeg prøver hver dag at være den bedste version af mig selv , og gerne lidt bedre end i går . i dag vil jeg så klar gøre mit til at grundloven gælder for alle i danmark , og ikke kun os statsborgere . dkpol etbedreos","[0.972842812538147, 0.4937829077243805]",0.7333128601312637
DF vil forbyde skolegang hvis opholdstilladelsen ryger [LINK] [LINK],df vil forbyde skolegang hvis opholdstilladelsen ryger [link] [link],df vil forbyde skolegang hvis opholdstilladelsen ryger,[],[],0,[],df vil forbyde skolegang hvis opholdstilladelsen ryger,[],0.0
@USER Ej den er også pinlig 😮,@user ej den er også pinlig 😮,ej den er også pinlig,[],[],0,[],ej den er også pinlig,[],0.0
Dybt bekymrende udvikling med gensidig eskalering. Brug for det modsatte. Dialog og deeskalering. Kun våben-industrien glædes over udviklingen. [LINK],dybt bekymrende udvikling med gensidig eskalering. brug for det modsatte. dialog og deeskalering. kun våben-industrien glædes over udviklingen. [link],dybt bekymrende udvikling med gensidig eskalering . brug for det modsatte . dialog og deeskalering . kun våben industrien glædes over udviklingen .,[],[],0,[],dybt bekymrende udvikling med gensidig eskalering . brug for det modsatte . dialog og deeskalering . kun våben industrien glædes over udviklingen .,[],0.0
@USER @USER @USER Har du et link til artiklen?,@user @user @user har du et link til artiklen?,har du et til artiklen ?,[],[],0,[],har du et til artiklen ?,[],0.0
Varmens dag fik mange til at forlade den lune søndagsstue (Dette er en plus-artikel) [LINK],varmens dag fik mange til at forlade den lune søndagsstue (dette er en plus-artikel) [link],varmens dag fik mange til at forlade den lune søndagsstue ( dette er en plus artikel ),['plus'],[14],1,['jilus'],varmens dag fik mange til at forlade den lune søndagsstue ( dette er en jilus artikel ),[0.8821367621421814],0.8821367621421814
“Hvem er hårdest i landet her” kamp i Stm Spørgetime. Men ulogisk debat for vi vil selv sende udl.statsborgere ud men ikke modtage danskere ... #dkpol #ftlive,“hvem er hårdest i landet her” kamp i stm spørgetime. men ulogisk debat for vi vil selv sende udl.statsborgere ud men ikke modtage danskere ... #dkpol #ftlive,hvem er hårdest i landet her kamp i stm spørgetime . men ulogisk debat for vi vil selv sende udl . statsborgere ud men ikke modtage danskere . . . dkpol ftlive,[],[],0,[],hvem er hårdest i landet her kamp i stm spørgetime . men ulogisk debat for vi vil selv sende udl . statsborgere ud men ikke modtage danskere . . . dkpol ftlive,[],0.0
@USER @USER Han blev diskuteret og seriøst overvejet. Faldt på den manglende prof karriere.,@user @user han blev diskuteret og seriøst overvejet. faldt på den manglende prof karriere.,han blev diskuteret og seriøst overvejet . faldt på den manglende prof karriere .,[],[],0,[],han blev diskuteret og seriøst overvejet . faldt på den manglende prof karriere .,[],0.0
Vejle venter: Posthusgrund-afgørelse udsat igen igen. Dette er en plus-artikel [LINK],vejle venter: posthusgrund-afgørelse udsat igen igen. dette er en plus-artikel [link],vejle venter posthusgrund afgørelse udsat igen igen . dette er en plus artikel,['plus'],[11],1,['jilus'],vejle venter posthusgrund afgørelse udsat igen igen . dette er en jilus artikel,[0.7958232760429382],0.7958232760429382
"@USER Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣","@user det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣","det var faktisk kun derfor tweetet blev skrevet , så jeg kunne smide den bombe !",[],[],0,[],"det var faktisk kun derfor tweetet blev skrevet , så jeg kunne smide den bombe !",[],0.0
Jeg sender mine varmeste tanker til mine kolleger på @USER i denne svære stund #dkmedier [LINK],jeg sender mine varmeste tanker til mine kolleger på @user i denne svære stund #dkmedier [link],jeg sender mine varmeste tanker til mine kolleger på i denne svære stund dkmedier,[],[],0,[],jeg sender mine varmeste tanker til mine kolleger på i denne svære stund dkmedier,[],0.0
"15-årig anholdt på Møllebo Allé. Kørte i stjålet bil, var påvirket af kokain og cannabis. [LINK] [LINK]","15-årig anholdt på møllebo allé. kørte i stjålet bil, var påvirket af kokain og cannabis. [link] [link]","15 årig anholdt på møllebo allé . kørte i stjålet bil , var påvirket af kokain og cannabis .",[],[],0,[],"15 årig anholdt på møllebo allé . kørte i stjålet bil , var påvirket af kokain og cannabis .",[],0.0
Afprøv intervalgang med Jerry Ritz [LINK],afprøv intervalgang med jerry ritz [link],afprøv intervalgang med jerry ritz,[],[],0,[],afprøv intervalgang med jerry ritz,[],0.0
Har her til morgen lyttet 3 x til Journey - Separate ways... #maarupmusikinspiration #rock #classic🤘 [LINK],har her til morgen lyttet 3 x til journey - separate ways... #maarupmusikinspiration #rock #classic🤘 [link],har her til morgen lyttet 3 x til journey separate ways . . . maarupmusikinspiration rock classic,"['rock', 'classic']","[15, 16]",2,"['roek', 'classtc']",har her til morgen lyttet 3 x til journey separate ways . . . maarupmusikinspiration roek classtc,"[0.9767487049102783, 0.9546968340873718]",0.9657227694988251
@USER Selv tak :-) Og det gør den da også!!,@user selv tak :-) og det gør den da også!!,selv tak ) og det gør den da også ! !,[],[],0,[],selv tak ) og det gør den da også ! !,[],0.0
Novo-formand sender lønpakker til serviceeftersyn [LINK],novo-formand sender lønpakker til serviceeftersyn [link],novo formand sender lønpakker til serviceeftersyn,[],[],0,[],novo formand sender lønpakker til serviceeftersyn,[],0.0
"RT @USER: Der findes gode mennesker
Der findes onde mennesker
Og så er der dem som mig
😂😂😂😂",rt @user: der findes gode mennesker der findes onde mennesker og så er der dem som mig 😂😂😂😂,rt der findes gode mennesker der findes onde mennesker og så er der dem som mig,[],[],0,[],rt der findes gode mennesker der findes onde mennesker og så er der dem som mig,[],0.0
@USER Det er nu mer dejligt at se DF på 14.6% i Berlingske barometer,@user det er nu mer dejligt at se df på 14.6% i berlingske barometer,det er nu mer dejligt at se df på 14 . 6 i berlingske barometer,[],[],0,[],det er nu mer dejligt at se df på 14 . 6 i berlingske barometer,[],0.0
"@USER Den er ny for mig? 
Og selvom de har ret, er det superdårlig stil at skrive superdårlig stil til ens kunder når RIGTIG mange altid har blandet?","@user den er ny for mig?  og selvom de har ret, er det superdårlig stil at skrive superdårlig stil til ens kunder når rigtig mange altid har blandet?","den er ny for mig ? og selvom de har ret , er det superdårlig stil at skrive superdårlig stil til ens kunder når rigtig mange altid har blandet ?",[],[],0,[],"den er ny for mig ? og selvom de har ret , er det superdårlig stil at skrive superdårlig stil til ens kunder når rigtig mange altid har blandet ?",[],0.0
